Date;Filière;Valeur (GW)
02/04/2024;Disponibilité du parc nucléaire;42,85086
03/04/2024;Disponibilité du parc nucléaire;42,41162
04/04/2024;Disponibilité du parc nucléaire;42,236
05/04/2024;Disponibilité du parc nucléaire;39,46721
06/04/2024;Disponibilité du parc nucléaire;35,70496
07/04/2024;Disponibilité du parc nucléaire;35,43456
08/04/2024;Disponibilité du parc nucléaire;39,62531
09/04/2024;Disponibilité du parc nucléaire;40,79767
10/04/2024;Disponibilité du parc nucléaire;42,39437
11/04/2024;Disponibilité du parc nucléaire;42,54504
12/04/2024;Disponibilité du parc nucléaire;43,06426
13/04/2024;Disponibilité du parc nucléaire;37,72952
14/04/2024;Disponibilité du parc nucléaire;36,52312
15/04/2024;Disponibilité du parc nucléaire;39,0575
16/04/2024;Disponibilité du parc nucléaire;39,05828
17/04/2024;Disponibilité du parc nucléaire;41,59276
18/04/2024;Disponibilité du parc nucléaire;42,36739
19/04/2024;Disponibilité du parc nucléaire;42,85868
20/04/2024;Disponibilité du parc nucléaire;41,39174
21/04/2024;Disponibilité du parc nucléaire;40,76151
22/04/2024;Disponibilité du parc nucléaire;41,72459
23/04/2024;Disponibilité du parc nucléaire;43,1715
24/04/2024;Disponibilité du parc nucléaire;43,17944
25/04/2024;Disponibilité du parc nucléaire;43,80125
26/04/2024;Disponibilité du parc nucléaire;42,67539
27/04/2024;Disponibilité du parc nucléaire;40,70243
28/04/2024;Disponibilité du parc nucléaire;40,51521
29/04/2024;Disponibilité du parc nucléaire;42,04333
30/04/2024;Disponibilité du parc nucléaire;42,265
01/05/2024;Disponibilité du parc nucléaire;41,1481
02/05/2024;Disponibilité du parc nucléaire;40,4291
03/05/2024;Disponibilité du parc nucléaire;41,30148
04/05/2024;Disponibilité du parc nucléaire;38,1705
05/05/2024;Disponibilité du parc nucléaire;38,09378
06/05/2024;Disponibilité du parc nucléaire;41,21062
07/05/2024;Disponibilité du parc nucléaire;41,02655
08/05/2024;Disponibilité du parc nucléaire;40,06233
09/05/2024;Disponibilité du parc nucléaire;39,83493
10/05/2024;Disponibilité du parc nucléaire;39,17462
11/05/2024;Disponibilité du parc nucléaire;36,79786
12/05/2024;Disponibilité du parc nucléaire;38,62203
13/05/2024;Disponibilité du parc nucléaire;40,91887
14/05/2024;Disponibilité du parc nucléaire;40,99583
15/05/2024;Disponibilité du parc nucléaire;41,37596
16/05/2024;Disponibilité du parc nucléaire;41,78309
17/05/2024;Disponibilité du parc nucléaire;42,51568
18/05/2024;Disponibilité du parc nucléaire;42,79517
19/05/2024;Disponibilité du parc nucléaire;40,90484
20/05/2024;Disponibilité du parc nucléaire;41,99852
21/05/2024;Disponibilité du parc nucléaire;42,81263
22/05/2024;Disponibilité du parc nucléaire;42,17483
23/05/2024;Disponibilité du parc nucléaire;42,855
24/05/2024;Disponibilité du parc nucléaire;42,855
25/05/2024;Disponibilité du parc nucléaire;40,9954
26/05/2024;Disponibilité du parc nucléaire;41,30729
27/05/2024;Disponibilité du parc nucléaire;44,58039
28/05/2024;Disponibilité du parc nucléaire;41,95056
29/05/2024;Disponibilité du parc nucléaire;41,93161
30/05/2024;Disponibilité du parc nucléaire;41,99557
31/05/2024;Disponibilité du parc nucléaire;39,67235
01/06/2024;Disponibilité du parc nucléaire;36,39469
02/06/2024;Disponibilité du parc nucléaire;36,60512
03/06/2024;Disponibilité du parc nucléaire;40,81662
04/06/2024;Disponibilité du parc nucléaire;40,89058
05/06/2024;Disponibilité du parc nucléaire;40,97183
06/06/2024;Disponibilité du parc nucléaire;41,531
07/06/2024;Disponibilité du parc nucléaire;41,98355
08/06/2024;Disponibilité du parc nucléaire;39,15118
09/06/2024;Disponibilité du parc nucléaire;38,01245
10/06/2024;Disponibilité du parc nucléaire;38,38909
11/06/2024;Disponibilité du parc nucléaire;41,11987
12/06/2024;Disponibilité du parc nucléaire;41,66899
13/06/2024;Disponibilité du parc nucléaire;41,76812
14/06/2024;Disponibilité du parc nucléaire;39,33655
15/06/2024;Disponibilité du parc nucléaire;36,3504
16/06/2024;Disponibilité du parc nucléaire;37,27014
17/06/2024;Disponibilité du parc nucléaire;41,89393
18/06/2024;Disponibilité du parc nucléaire;41,60501
19/06/2024;Disponibilité du parc nucléaire;41,04611
20/06/2024;Disponibilité du parc nucléaire;40,61286
21/06/2024;Disponibilité du parc nucléaire;40,85089
22/06/2024;Disponibilité du parc nucléaire;38,63715
23/06/2024;Disponibilité du parc nucléaire;39,92213
24/06/2024;Disponibilité du parc nucléaire;41,43
25/06/2024;Disponibilité du parc nucléaire;42,36254
26/06/2024;Disponibilité du parc nucléaire;42,67463
27/06/2024;Disponibilité du parc nucléaire;42,85479
28/06/2024;Disponibilité du parc nucléaire;42,0615
29/06/2024;Disponibilité du parc nucléaire;40,08335
30/06/2024;Disponibilité du parc nucléaire;39,58456
01/07/2024;Disponibilité du parc nucléaire;40,18245
02/07/2024;Disponibilité du parc nucléaire;41,25442
03/07/2024;Disponibilité du parc nucléaire;41,47905
04/07/2024;Disponibilité du parc nucléaire;40,80911
05/07/2024;Disponibilité du parc nucléaire;40,91053
06/07/2024;Disponibilité du parc nucléaire;38,11945
07/07/2024;Disponibilité du parc nucléaire;37,52398
08/07/2024;Disponibilité du parc nucléaire;41,52434
09/07/2024;Disponibilité du parc nucléaire;40,80702
10/07/2024;Disponibilité du parc nucléaire;41,17
11/07/2024;Disponibilité du parc nucléaire;41,15236
12/07/2024;Disponibilité du parc nucléaire;41,51248
13/07/2024;Disponibilité du parc nucléaire;41,25441
14/07/2024;Disponibilité du parc nucléaire;40,43744
15/07/2024;Disponibilité du parc nucléaire;40,99726
16/07/2024;Disponibilité du parc nucléaire;41,3812
17/07/2024;Disponibilité du parc nucléaire;42,51344
18/07/2024;Disponibilité du parc nucléaire;42,62939
19/07/2024;Disponibilité du parc nucléaire;42,59321
20/07/2024;Disponibilité du parc nucléaire;41,34152
21/07/2024;Disponibilité du parc nucléaire;42,27893
22/07/2024;Disponibilité du parc nucléaire;44,07162
23/07/2024;Disponibilité du parc nucléaire;44,04431
24/07/2024;Disponibilité du parc nucléaire;44,043
25/07/2024;Disponibilité du parc nucléaire;44,23737
26/07/2024;Disponibilité du parc nucléaire;44,62271
27/07/2024;Disponibilité du parc nucléaire;44,02996
28/07/2024;Disponibilité du parc nucléaire;42,79643
29/07/2024;Disponibilité du parc nucléaire;44,68142
30/07/2024;Disponibilité du parc nucléaire;45,31661
31/07/2024;Disponibilité du parc nucléaire;44,0642
01/08/2024;Disponibilité du parc nucléaire;43,49532
02/08/2024;Disponibilité du parc nucléaire;43,74897
03/08/2024;Disponibilité du parc nucléaire;44,54931
04/08/2024;Disponibilité du parc nucléaire;44,63259
05/08/2024;Disponibilité du parc nucléaire;44,93909
06/08/2024;Disponibilité du parc nucléaire;45,45067
07/08/2024;Disponibilité du parc nucléaire;45,65258
08/08/2024;Disponibilité du parc nucléaire;44,77334
09/08/2024;Disponibilité du parc nucléaire;44,14731
10/08/2024;Disponibilité du parc nucléaire;43,56603
11/08/2024;Disponibilité du parc nucléaire;43,52397
12/08/2024;Disponibilité du parc nucléaire;43,80489
13/08/2024;Disponibilité du parc nucléaire;42,8133
14/08/2024;Disponibilité du parc nucléaire;43,04937
15/08/2024;Disponibilité du parc nucléaire;40,7878
16/08/2024;Disponibilité du parc nucléaire;40,32374
17/08/2024;Disponibilité du parc nucléaire;40,02229
18/08/2024;Disponibilité du parc nucléaire;39,88584
19/08/2024;Disponibilité du parc nucléaire;40,78485
20/08/2024;Disponibilité du parc nucléaire;42,26206
21/08/2024;Disponibilité du parc nucléaire;42,99109
22/08/2024;Disponibilité du parc nucléaire;42,36601
23/08/2024;Disponibilité du parc nucléaire;41,90325
24/08/2024;Disponibilité du parc nucléaire;39,60058
25/08/2024;Disponibilité du parc nucléaire;38,02524
26/08/2024;Disponibilité du parc nucléaire;41,61564
27/08/2024;Disponibilité du parc nucléaire;42,2827
28/08/2024;Disponibilité du parc nucléaire;42,44718
29/08/2024;Disponibilité du parc nucléaire;42,77029
30/08/2024;Disponibilité du parc nucléaire;42,39512
31/08/2024;Disponibilité du parc nucléaire;40,27978
01/09/2024;Disponibilité du parc nucléaire;40,54311
02/09/2024;Disponibilité du parc nucléaire;42,50209
03/09/2024;Disponibilité du parc nucléaire;43,05222
04/09/2024;Disponibilité du parc nucléaire;42,35292
05/09/2024;Disponibilité du parc nucléaire;42,79234
06/09/2024;Disponibilité du parc nucléaire;42,655
07/09/2024;Disponibilité du parc nucléaire;40,51524
08/09/2024;Disponibilité du parc nucléaire;40,43762
09/09/2024;Disponibilité du parc nucléaire;40,16701
10/09/2024;Disponibilité du parc nucléaire;40,39115
11/09/2024;Disponibilité du parc nucléaire;41,56618
12/09/2024;Disponibilité du parc nucléaire;42,18306
13/09/2024;Disponibilité du parc nucléaire;43,55424
14/09/2024;Disponibilité du parc nucléaire;43,14495
15/09/2024;Disponibilité du parc nucléaire;42,56071
16/09/2024;Disponibilité du parc nucléaire;42,63045
17/09/2024;Disponibilité du parc nucléaire;39,72983
18/09/2024;Disponibilité du parc nucléaire;40,24714
19/09/2024;Disponibilité du parc nucléaire;43,54617
20/09/2024;Disponibilité du parc nucléaire;44,10083
21/09/2024;Disponibilité du parc nucléaire;42,94469
22/09/2024;Disponibilité du parc nucléaire;42,98846
23/09/2024;Disponibilité du parc nucléaire;43,78517
24/09/2024;Disponibilité du parc nucléaire;43,6483
25/09/2024;Disponibilité du parc nucléaire;42,59757
26/09/2024;Disponibilité du parc nucléaire;38,49251
27/09/2024;Disponibilité du parc nucléaire;38,73982
28/09/2024;Disponibilité du parc nucléaire;39,55731
29/09/2024;Disponibilité du parc nucléaire;40,19827
30/09/2024;Disponibilité du parc nucléaire;41,28678
01/10/2024;Disponibilité du parc nucléaire;41,62228
02/10/2024;Disponibilité du parc nucléaire;41,23185
03/10/2024;Disponibilité du parc nucléaire;41,39154
04/10/2024;Disponibilité du parc nucléaire;41,50236
05/10/2024;Disponibilité du parc nucléaire;39,2633
06/10/2024;Disponibilité du parc nucléaire;40,29038
07/10/2024;Disponibilité du parc nucléaire;41,19807
08/10/2024;Disponibilité du parc nucléaire;40,63514
09/10/2024;Disponibilité du parc nucléaire;42,77738
10/10/2024;Disponibilité du parc nucléaire;43,40354
11/10/2024;Disponibilité du parc nucléaire;42,46406
12/10/2024;Disponibilité du parc nucléaire;42,08576
13/10/2024;Disponibilité du parc nucléaire;41,50699
14/10/2024;Disponibilité du parc nucléaire;43,00929
15/10/2024;Disponibilité du parc nucléaire;43,0747
16/10/2024;Disponibilité du parc nucléaire;42,30725
17/10/2024;Disponibilité du parc nucléaire;42,18645
18/10/2024;Disponibilité du parc nucléaire;41,94656
19/10/2024;Disponibilité du parc nucléaire;42,48133
20/10/2024;Disponibilité du parc nucléaire;40,62737
21/10/2024;Disponibilité du parc nucléaire;41,8525
22/10/2024;Disponibilité du parc nucléaire;43,90344
23/10/2024;Disponibilité du parc nucléaire;44,58677
24/10/2024;Disponibilité du parc nucléaire;45,30358
25/10/2024;Disponibilité du parc nucléaire;45,10083
26/10/2024;Disponibilité du parc nucléaire;46,40079
27/10/2024;Disponibilité du parc nucléaire;45,77334
28/10/2024;Disponibilité du parc nucléaire;45,66675
29/10/2024;Disponibilité du parc nucléaire;45,52607
30/10/2024;Disponibilité du parc nucléaire;46,132
31/10/2024;Disponibilité du parc nucléaire;46,22994
01/11/2024;Disponibilité du parc nucléaire;46,22775
02/11/2024;Disponibilité du parc nucléaire;43,11847
03/11/2024;Disponibilité du parc nucléaire;45,23812
04/11/2024;Disponibilité du parc nucléaire;45,75766
05/11/2024;Disponibilité du parc nucléaire;46,39889
06/11/2024;Disponibilité du parc nucléaire;46,845
07/11/2024;Disponibilité du parc nucléaire;46,90044
08/11/2024;Disponibilité du parc nucléaire;46,54269
09/11/2024;Disponibilité du parc nucléaire;43,88898
10/11/2024;Disponibilité du parc nucléaire;42,90352
11/11/2024;Disponibilité du parc nucléaire;42,55159
12/11/2024;Disponibilité du parc nucléaire;45,21158
13/11/2024;Disponibilité du parc nucléaire;47,16436
14/11/2024;Disponibilité du parc nucléaire;48,07004
15/11/2024;Disponibilité du parc nucléaire;48,00184
16/11/2024;Disponibilité du parc nucléaire;48,24648
17/11/2024;Disponibilité du parc nucléaire;47,96999
18/11/2024;Disponibilité du parc nucléaire;48,34875
19/11/2024;Disponibilité du parc nucléaire;49,25861
20/11/2024;Disponibilité du parc nucléaire;49,76624
21/11/2024;Disponibilité du parc nucléaire;49,98839
22/11/2024;Disponibilité du parc nucléaire;49,724
23/11/2024;Disponibilité du parc nucléaire;49,40141
24/11/2024;Disponibilité du parc nucléaire;42,18802
25/11/2024;Disponibilité du parc nucléaire;46,96417
26/11/2024;Disponibilité du parc nucléaire;49,45271
27/11/2024;Disponibilité du parc nucléaire;50,22403
28/11/2024;Disponibilité du parc nucléaire;49,74679
29/11/2024;Disponibilité du parc nucléaire;50,50236
30/11/2024;Disponibilité du parc nucléaire;50,22643
01/12/2024;Disponibilité du parc nucléaire;50,13801
02/12/2024;Disponibilité du parc nucléaire;49,45883
03/12/2024;Disponibilité du parc nucléaire;49,79366
04/12/2024;Disponibilité du parc nucléaire;49,66542
05/12/2024;Disponibilité du parc nucléaire;48,77703
06/12/2024;Disponibilité du parc nucléaire;48,40418
07/12/2024;Disponibilité du parc nucléaire;47,96661
08/12/2024;Disponibilité du parc nucléaire;50,11362
09/12/2024;Disponibilité du parc nucléaire;51,33526
10/12/2024;Disponibilité du parc nucléaire;51,0827
11/12/2024;Disponibilité du parc nucléaire;51,9
12/12/2024;Disponibilité du parc nucléaire;52,23621
13/12/2024;Disponibilité du parc nucléaire;52,31863
14/12/2024;Disponibilité du parc nucléaire;52,84525
15/12/2024;Disponibilité du parc nucléaire;52,92906
16/12/2024;Disponibilité du parc nucléaire;53,10896
17/12/2024;Disponibilité du parc nucléaire;52,90735
18/12/2024;Disponibilité du parc nucléaire;51,45709
19/12/2024;Disponibilité du parc nucléaire;51,04529
20/12/2024;Disponibilité du parc nucléaire;52,04219
21/12/2024;Disponibilité du parc nucléaire;48,97133
22/12/2024;Disponibilité du parc nucléaire;47,08432
23/12/2024;Disponibilité du parc nucléaire;49,53562
24/12/2024;Disponibilité du parc nucléaire;50,24924
25/12/2024;Disponibilité du parc nucléaire;51,18007
26/12/2024;Disponibilité du parc nucléaire;52,94139
27/12/2024;Disponibilité du parc nucléaire;53,12425
28/12/2024;Disponibilité du parc nucléaire;52,22803
29/12/2024;Disponibilité du parc nucléaire;51,34756
30/12/2024;Disponibilité du parc nucléaire;50,58656
31/12/2024;Disponibilité du parc nucléaire;50,71443
01/01/2025;Disponibilité du parc nucléaire;52,21246
02/01/2025;Disponibilité du parc nucléaire;53,41736
03/01/2025;Disponibilité du parc nucléaire;53,88969
04/01/2025;Disponibilité du parc nucléaire;51,59584
05/01/2025;Disponibilité du parc nucléaire;51,78927
06/01/2025;Disponibilité du parc nucléaire;52,4699
07/01/2025;Disponibilité du parc nucléaire;54,42016
08/01/2025;Disponibilité du parc nucléaire;55,455
09/01/2025;Disponibilité du parc nucléaire;55,38983
10/01/2025;Disponibilité du parc nucléaire;54,01846
11/01/2025;Disponibilité du parc nucléaire;54,67031
12/01/2025;Disponibilité du parc nucléaire;55,4994
13/01/2025;Disponibilité du parc nucléaire;53,83203
14/01/2025;Disponibilité du parc nucléaire;54,08245
15/01/2025;Disponibilité du parc nucléaire;55,766
16/01/2025;Disponibilité du parc nucléaire;55,766
17/01/2025;Disponibilité du parc nucléaire;56,08225
18/01/2025;Disponibilité du parc nucléaire;56,19329
19/01/2025;Disponibilité du parc nucléaire;56,18311
20/01/2025;Disponibilité du parc nucléaire;56,23433
21/01/2025;Disponibilité du parc nucléaire;56,206
22/01/2025;Disponibilité du parc nucléaire;56,206
23/01/2025;Disponibilité du parc nucléaire;56,1595
24/01/2025;Disponibilité du parc nucléaire;56,16499
25/01/2025;Disponibilité du parc nucléaire;55,17308
26/01/2025;Disponibilité du parc nucléaire;50,38833
27/01/2025;Disponibilité du parc nucléaire;49,91241
28/01/2025;Disponibilité du parc nucléaire;50,22103
29/01/2025;Disponibilité du parc nucléaire;52,98184
30/01/2025;Disponibilité du parc nucléaire;53,41504
31/01/2025;Disponibilité du parc nucléaire;53,37749
01/02/2025;Disponibilité du parc nucléaire;50,28716
02/02/2025;Disponibilité du parc nucléaire;50,2675
03/02/2025;Disponibilité du parc nucléaire;50,281
04/02/2025;Disponibilité du parc nucléaire;49,10694
05/02/2025;Disponibilité du parc nucléaire;48,88433
06/02/2025;Disponibilité du parc nucléaire;48,64016
07/02/2025;Disponibilité du parc nucléaire;48,11767
08/02/2025;Disponibilité du parc nucléaire;46,09332
09/02/2025;Disponibilité du parc nucléaire;46,75216
10/02/2025;Disponibilité du parc nucléaire;47,61038
11/02/2025;Disponibilité du parc nucléaire;47,56392
12/02/2025;Disponibilité du parc nucléaire;48,90537
13/02/2025;Disponibilité du parc nucléaire;49,75788
14/02/2025;Disponibilité du parc nucléaire;50,68259
15/02/2025;Disponibilité du parc nucléaire;49,81015
16/02/2025;Disponibilité du parc nucléaire;49,02129
17/02/2025;Disponibilité du parc nucléaire;49,64733
18/02/2025;Disponibilité du parc nucléaire;49,809
19/02/2025;Disponibilité du parc nucléaire;49,676
20/02/2025;Disponibilité du parc nucléaire;47,74083
21/02/2025;Disponibilité du parc nucléaire;47,50737
22/02/2025;Disponibilité du parc nucléaire;45,26355
23/02/2025;Disponibilité du parc nucléaire;45,52114
24/02/2025;Disponibilité du parc nucléaire;46,84573
25/02/2025;Disponibilité du parc nucléaire;47,47965
26/02/2025;Disponibilité du parc nucléaire;48,01542
27/02/2025;Disponibilité du parc nucléaire;48,14031
28/02/2025;Disponibilité du parc nucléaire;48,155
01/03/2025;Disponibilité du parc nucléaire;47,45885
02/03/2025;Disponibilité du parc nucléaire;46,97776
03/03/2025;Disponibilité du parc nucléaire;46,92136
04/03/2025;Disponibilité du parc nucléaire;47,77133
05/03/2025;Disponibilité du parc nucléaire;48,105
06/03/2025;Disponibilité du parc nucléaire;47,62756
07/03/2025;Disponibilité du parc nucléaire;46,69827
08/03/2025;Disponibilité du parc nucléaire;44,43722
09/03/2025;Disponibilité du parc nucléaire;44,47056
10/03/2025;Disponibilité du parc nucléaire;46,4177
11/03/2025;Disponibilité du parc nucléaire;45,73887
12/03/2025;Disponibilité du parc nucléaire;45,79203
13/03/2025;Disponibilité du parc nucléaire;46,11965
14/03/2025;Disponibilité du parc nucléaire;47,22845
15/03/2025;Disponibilité du parc nucléaire;46,32632
16/03/2025;Disponibilité du parc nucléaire;46,18414
17/03/2025;Disponibilité du parc nucléaire;46,68167
18/03/2025;Disponibilité du parc nucléaire;46,69816
19/03/2025;Disponibilité du parc nucléaire;46,945
20/03/2025;Disponibilité du parc nucléaire;45,82548
21/03/2025;Disponibilité du parc nucléaire;43,52838
22/03/2025;Disponibilité du parc nucléaire;43,34706
23/03/2025;Disponibilité du parc nucléaire;44,46312
24/03/2025;Disponibilité du parc nucléaire;46,60188
25/03/2025;Disponibilité du parc nucléaire;46,70039
26/03/2025;Disponibilité du parc nucléaire;45,97588
27/03/2025;Disponibilité du parc nucléaire;45,47559
28/03/2025;Disponibilité du parc nucléaire;45,94946
29/03/2025;Disponibilité du parc nucléaire;42,95352
30/03/2025;Disponibilité du parc nucléaire;41,58868
31/03/2025;Disponibilité du parc nucléaire;44,10062
01/04/2025;Disponibilité du parc nucléaire;43,86026
02/04/2025;Disponibilité du parc nucléaire;43,38702
03/04/2025;Disponibilité du parc nucléaire;41,71737
04/04/2025;Disponibilité du parc nucléaire;41,35142
05/04/2025;Disponibilité du parc nucléaire;39,49572
06/04/2025;Disponibilité du parc nucléaire;39,02442
07/04/2025;Disponibilité du parc nucléaire;41,56415
08/04/2025;Disponibilité du parc nucléaire;42,9445
09/04/2025;Disponibilité du parc nucléaire;44,36517
10/04/2025;Disponibilité du parc nucléaire;44,2553
11/04/2025;Disponibilité du parc nucléaire;43,51266
12/04/2025;Disponibilité du parc nucléaire;40,92263
13/04/2025;Disponibilité du parc nucléaire;41,36516
14/04/2025;Disponibilité du parc nucléaire;44,34244
15/04/2025;Disponibilité du parc nucléaire;43,21074
16/04/2025;Disponibilité du parc nucléaire;44,13246
17/04/2025;Disponibilité du parc nucléaire;44,31246
18/04/2025;Disponibilité du parc nucléaire;41,51912
19/04/2025;Disponibilité du parc nucléaire;38,93462
20/04/2025;Disponibilité du parc nucléaire;37,48667
21/04/2025;Disponibilité du parc nucléaire;39,6715
22/04/2025;Disponibilité du parc nucléaire;39,82186
23/04/2025;Disponibilité du parc nucléaire;39,97999
24/04/2025;Disponibilité du parc nucléaire;39,51704
25/04/2025;Disponibilité du parc nucléaire;39,46076
26/04/2025;Disponibilité du parc nucléaire;38,32463
27/04/2025;Disponibilité du parc nucléaire;37,59897
28/04/2025;Disponibilité du parc nucléaire;37,75159
29/04/2025;Disponibilité du parc nucléaire;38,87105
30/04/2025;Disponibilité du parc nucléaire;39,54287
01/05/2025;Disponibilité du parc nucléaire;37,83147
02/05/2025;Disponibilité du parc nucléaire;37,69398
03/05/2025;Disponibilité du parc nucléaire;38,01922
04/05/2025;Disponibilité du parc nucléaire;38,10528
05/05/2025;Disponibilité du parc nucléaire;38,77467
06/05/2025;Disponibilité du parc nucléaire;39,34346
07/05/2025;Disponibilité du parc nucléaire;41,16289
08/05/2025;Disponibilité du parc nucléaire;43,39772
09/05/2025;Disponibilité du parc nucléaire;43,8237
10/05/2025;Disponibilité du parc nucléaire;38,7007
11/05/2025;Disponibilité du parc nucléaire;38,99368
12/05/2025;Disponibilité du parc nucléaire;42,3658
13/05/2025;Disponibilité du parc nucléaire;42,64388
14/05/2025;Disponibilité du parc nucléaire;42,21327
15/05/2025;Disponibilité du parc nucléaire;40,54031
16/05/2025;Disponibilité du parc nucléaire;39,20585
17/05/2025;Disponibilité du parc nucléaire;37,46239
18/05/2025;Disponibilité du parc nucléaire;37,55382
19/05/2025;Disponibilité du parc nucléaire;39,02086
20/05/2025;Disponibilité du parc nucléaire;39,56353
21/05/2025;Disponibilité du parc nucléaire;40,87793
22/05/2025;Disponibilité du parc nucléaire;40,72379
23/05/2025;Disponibilité du parc nucléaire;40,04799
24/05/2025;Disponibilité du parc nucléaire;36,66346
25/05/2025;Disponibilité du parc nucléaire;33,44797
26/05/2025;Disponibilité du parc nucléaire;35,13164
27/05/2025;Disponibilité du parc nucléaire;35,96631
28/05/2025;Disponibilité du parc nucléaire;36,87654
29/05/2025;Disponibilité du parc nucléaire;39,69312
30/05/2025;Disponibilité du parc nucléaire;40,57825
31/05/2025;Disponibilité du parc nucléaire;40,33527
01/06/2025;Disponibilité du parc nucléaire;41,36772
02/06/2025;Disponibilité du parc nucléaire;41,86862
03/06/2025;Disponibilité du parc nucléaire;42,63423
04/06/2025;Disponibilité du parc nucléaire;42,34017
05/06/2025;Disponibilité du parc nucléaire;41,29588
06/06/2025;Disponibilité du parc nucléaire;40,54265
07/06/2025;Disponibilité du parc nucléaire;37,87229
08/06/2025;Disponibilité du parc nucléaire;36,61506
09/06/2025;Disponibilité du parc nucléaire;40,4259
10/06/2025;Disponibilité du parc nucléaire;42,66759
11/06/2025;Disponibilité du parc nucléaire;42,60712
12/06/2025;Disponibilité du parc nucléaire;41,92579
13/06/2025;Disponibilité du parc nucléaire;42,67329
14/06/2025;Disponibilité du parc nucléaire;42,36601
15/06/2025;Disponibilité du parc nucléaire;42,06367
16/06/2025;Disponibilité du parc nucléaire;42,38861
17/06/2025;Disponibilité du parc nucléaire;42,73179
18/06/2025;Disponibilité du parc nucléaire;43,42041
19/06/2025;Disponibilité du parc nucléaire;41,88124
20/06/2025;Disponibilité du parc nucléaire;42,19205
21/06/2025;Disponibilité du parc nucléaire;40,5188
22/06/2025;Disponibilité du parc nucléaire;41,17429
23/06/2025;Disponibilité du parc nucléaire;42,2785
24/06/2025;Disponibilité du parc nucléaire;42,03178
25/06/2025;Disponibilité du parc nucléaire;40,54008
26/06/2025;Disponibilité du parc nucléaire;39,55903
27/06/2025;Disponibilité du parc nucléaire;39,29885
28/06/2025;Disponibilité du parc nucléaire;38,18136
29/06/2025;Disponibilité du parc nucléaire;38,80881
30/06/2025;Disponibilité du parc nucléaire;38,1715
01/07/2025;Disponibilité du parc nucléaire;39,70259
02/07/2025;Disponibilité du parc nucléaire;41,01341
03/07/2025;Disponibilité du parc nucléaire;40,78457
04/07/2025;Disponibilité du parc nucléaire;41,94038
05/07/2025;Disponibilité du parc nucléaire;41,38538
06/07/2025;Disponibilité du parc nucléaire;41,39969
07/07/2025;Disponibilité du parc nucléaire;43,86107
08/07/2025;Disponibilité du parc nucléaire;44,7472
09/07/2025;Disponibilité du parc nucléaire;44,71132
10/07/2025;Disponibilité du parc nucléaire;45,12498
11/07/2025;Disponibilité du parc nucléaire;46,4552
12/07/2025;Disponibilité du parc nucléaire;44,32646
13/07/2025;Disponibilité du parc nucléaire;44,39156
14/07/2025;Disponibilité du parc nucléaire;44,04124
15/07/2025;Disponibilité du parc nucléaire;44,53094
16/07/2025;Disponibilité du parc nucléaire;43,91483
17/07/2025;Disponibilité du parc nucléaire;43,98097
18/07/2025;Disponibilité du parc nucléaire;44,26876
19/07/2025;Disponibilité du parc nucléaire;45,22893
20/07/2025;Disponibilité du parc nucléaire;42,83808
21/07/2025;Disponibilité du parc nucléaire;40,88704
22/07/2025;Disponibilité du parc nucléaire;42,45698
23/07/2025;Disponibilité du parc nucléaire;43,00218
24/07/2025;Disponibilité du parc nucléaire;43,21807
25/07/2025;Disponibilité du parc nucléaire;43,23841
26/07/2025;Disponibilité du parc nucléaire;45,03049
27/07/2025;Disponibilité du parc nucléaire;45,19887
28/07/2025;Disponibilité du parc nucléaire;45,97352
29/07/2025;Disponibilité du parc nucléaire;44,96394
30/07/2025;Disponibilité du parc nucléaire;43,90563
31/07/2025;Disponibilité du parc nucléaire;45,24766
01/08/2025;Disponibilité du parc nucléaire;45,29644
02/08/2025;Disponibilité du parc nucléaire;42,23214
03/08/2025;Disponibilité du parc nucléaire;43,71785
04/08/2025;Disponibilité du parc nucléaire;44,11413
05/08/2025;Disponibilité du parc nucléaire;41,39951
06/08/2025;Disponibilité du parc nucléaire;44,66056
07/08/2025;Disponibilité du parc nucléaire;44,59717
08/08/2025;Disponibilité du parc nucléaire;44,92584
09/08/2025;Disponibilité du parc nucléaire;43,09632
10/08/2025;Disponibilité du parc nucléaire;42,56137
11/08/2025;Disponibilité du parc nucléaire;40,91542
12/08/2025;Disponibilité du parc nucléaire;40,90812
13/08/2025;Disponibilité du parc nucléaire;41,01711
14/08/2025;Disponibilité du parc nucléaire;42,94988
15/08/2025;Disponibilité du parc nucléaire;41,8797
16/08/2025;Disponibilité du parc nucléaire;41,47284
17/08/2025;Disponibilité du parc nucléaire;41,63663
18/08/2025;Disponibilité du parc nucléaire;42,16983
19/08/2025;Disponibilité du parc nucléaire;42,60579
20/08/2025;Disponibilité du parc nucléaire;44,05499
21/08/2025;Disponibilité du parc nucléaire;44,12062
22/08/2025;Disponibilité du parc nucléaire;43,48662
23/08/2025;Disponibilité du parc nucléaire;40,62719
24/08/2025;Disponibilité du parc nucléaire;41,37494
25/08/2025;Disponibilité du parc nucléaire;44,22957
26/08/2025;Disponibilité du parc nucléaire;43,39718
27/08/2025;Disponibilité du parc nucléaire;44,43616
28/08/2025;Disponibilité du parc nucléaire;44,28466
29/08/2025;Disponibilité du parc nucléaire;44,39556
30/08/2025;Disponibilité du parc nucléaire;42,3484
31/08/2025;Disponibilité du parc nucléaire;42,13515
01/09/2025;Disponibilité du parc nucléaire;43,02481
