Date;Filière;Valeur (GW)
30/05/2021;Disponibilité du parc nucléaire;39,68564
31/05/2021;Disponibilité du parc nucléaire;40,02203
01/06/2021;Disponibilité du parc nucléaire;41,07748
02/06/2021;Disponibilité du parc nucléaire;41,37566
03/06/2021;Disponibilité du parc nucléaire;41,1305
04/06/2021;Disponibilité du parc nucléaire;41,14
05/06/2021;Disponibilité du parc nucléaire;39,85068
06/06/2021;Disponibilité du parc nucléaire;39,61729
07/06/2021;Disponibilité du parc nucléaire;40,48
08/06/2021;Disponibilité du parc nucléaire;41,18354
09/06/2021;Disponibilité du parc nucléaire;41,25167
10/06/2021;Disponibilité du parc nucléaire;41,19033
11/06/2021;Disponibilité du parc nucléaire;41,00352
12/06/2021;Disponibilité du parc nucléaire;40,55404
13/06/2021;Disponibilité du parc nucléaire;40,14273
14/06/2021;Disponibilité du parc nucléaire;40,03942
15/06/2021;Disponibilité du parc nucléaire;39,92696
16/06/2021;Disponibilité du parc nucléaire;39,84071
17/06/2021;Disponibilité du parc nucléaire;39,53092
18/06/2021;Disponibilité du parc nucléaire;38,19988
19/06/2021;Disponibilité du parc nucléaire;37,45487
20/06/2021;Disponibilité du parc nucléaire;39,07038
21/06/2021;Disponibilité du parc nucléaire;40,48651
22/06/2021;Disponibilité du parc nucléaire;40,547
23/06/2021;Disponibilité du parc nucléaire;41,73023
24/06/2021;Disponibilité du parc nucléaire;41,73433
25/06/2021;Disponibilité du parc nucléaire;41,706
26/06/2021;Disponibilité du parc nucléaire;41,37302
27/06/2021;Disponibilité du parc nucléaire;40,92952
28/06/2021;Disponibilité du parc nucléaire;42,2675
29/06/2021;Disponibilité du parc nucléaire;42,46167
30/06/2021;Disponibilité du parc nucléaire;41,51899
01/07/2021;Disponibilité du parc nucléaire;40,15039
02/07/2021;Disponibilité du parc nucléaire;39,9425
03/07/2021;Disponibilité du parc nucléaire;39,64971
04/07/2021;Disponibilité du parc nucléaire;37,87652
05/07/2021;Disponibilité du parc nucléaire;39,84058
06/07/2021;Disponibilité du parc nucléaire;40,85746
07/07/2021;Disponibilité du parc nucléaire;41,5246
08/07/2021;Disponibilité du parc nucléaire;41,35495
09/07/2021;Disponibilité du parc nucléaire;40,15169
10/07/2021;Disponibilité du parc nucléaire;36,34743
11/07/2021;Disponibilité du parc nucléaire;36,68712
12/07/2021;Disponibilité du parc nucléaire;37,71692
13/07/2021;Disponibilité du parc nucléaire;39,17933
14/07/2021;Disponibilité du parc nucléaire;40,81147
15/07/2021;Disponibilité du parc nucléaire;40,166
16/07/2021;Disponibilité du parc nucléaire;40,55788
17/07/2021;Disponibilité du parc nucléaire;40,19003
18/07/2021;Disponibilité du parc nucléaire;39,81637
19/07/2021;Disponibilité du parc nucléaire;40,4245
20/07/2021;Disponibilité du parc nucléaire;41,11833
21/07/2021;Disponibilité du parc nucléaire;41,58496
22/07/2021;Disponibilité du parc nucléaire;40,83619
23/07/2021;Disponibilité du parc nucléaire;42,65491
24/07/2021;Disponibilité du parc nucléaire;40,43438
25/07/2021;Disponibilité du parc nucléaire;40,81084
26/07/2021;Disponibilité du parc nucléaire;42,97802
27/07/2021;Disponibilité du parc nucléaire;42,73625
28/07/2021;Disponibilité du parc nucléaire;43,53417
29/07/2021;Disponibilité du parc nucléaire;44,46867
30/07/2021;Disponibilité du parc nucléaire;44,59031
31/07/2021;Disponibilité du parc nucléaire;43,11258
01/08/2021;Disponibilité du parc nucléaire;42,69568
02/08/2021;Disponibilité du parc nucléaire;42,32336
03/08/2021;Disponibilité du parc nucléaire;41,98573
04/08/2021;Disponibilité du parc nucléaire;41,56
05/08/2021;Disponibilité du parc nucléaire;41,17907
06/08/2021;Disponibilité du parc nucléaire;39,10868
07/08/2021;Disponibilité du parc nucléaire;39,42823
08/08/2021;Disponibilité du parc nucléaire;38,57301
09/08/2021;Disponibilité du parc nucléaire;39,82843
10/08/2021;Disponibilité du parc nucléaire;40,02431
11/08/2021;Disponibilité du parc nucléaire;39,47452
12/08/2021;Disponibilité du parc nucléaire;39,84884
13/08/2021;Disponibilité du parc nucléaire;38,54333
14/08/2021;Disponibilité du parc nucléaire;38,52966
15/08/2021;Disponibilité du parc nucléaire;39,56546
16/08/2021;Disponibilité du parc nucléaire;41,3693
17/08/2021;Disponibilité du parc nucléaire;43,47633
18/08/2021;Disponibilité du parc nucléaire;43,53701
19/08/2021;Disponibilité du parc nucléaire;43,72508
20/08/2021;Disponibilité du parc nucléaire;43,39238
21/08/2021;Disponibilité du parc nucléaire;41,25948
22/08/2021;Disponibilité du parc nucléaire;41,81886
23/08/2021;Disponibilité du parc nucléaire;43,14
24/08/2021;Disponibilité du parc nucléaire;43,00156
25/08/2021;Disponibilité du parc nucléaire;42,83899
26/08/2021;Disponibilité du parc nucléaire;43,38358
27/08/2021;Disponibilité du parc nucléaire;43,37708
28/08/2021;Disponibilité du parc nucléaire;42,51583
29/08/2021;Disponibilité du parc nucléaire;42,79
30/08/2021;Disponibilité du parc nucléaire;44,40008
31/08/2021;Disponibilité du parc nucléaire;44,97225
01/09/2021;Disponibilité du parc nucléaire;45,15658
02/09/2021;Disponibilité du parc nucléaire;45,32127
03/09/2021;Disponibilité du parc nucléaire;44,81888
04/09/2021;Disponibilité du parc nucléaire;43,04888
05/09/2021;Disponibilité du parc nucléaire;42,57742
06/09/2021;Disponibilité du parc nucléaire;44,35862
07/09/2021;Disponibilité du parc nucléaire;45,199
08/09/2021;Disponibilité du parc nucléaire;44,93408
09/09/2021;Disponibilité du parc nucléaire;44,21356
10/09/2021;Disponibilité du parc nucléaire;42,80978
11/09/2021;Disponibilité du parc nucléaire;40,51834
12/09/2021;Disponibilité du parc nucléaire;41,8324
13/09/2021;Disponibilité du parc nucléaire;43,1726
14/09/2021;Disponibilité du parc nucléaire;42,189
15/09/2021;Disponibilité du parc nucléaire;42,57275
16/09/2021;Disponibilité du parc nucléaire;43,28603
17/09/2021;Disponibilité du parc nucléaire;41,949
18/09/2021;Disponibilité du parc nucléaire;38,00848
19/09/2021;Disponibilité du parc nucléaire;39,31049
20/09/2021;Disponibilité du parc nucléaire;41,59834
21/09/2021;Disponibilité du parc nucléaire;42,94711
22/09/2021;Disponibilité du parc nucléaire;42,45021
23/09/2021;Disponibilité du parc nucléaire;41,49045
24/09/2021;Disponibilité du parc nucléaire;40,63339
25/09/2021;Disponibilité du parc nucléaire;38,64771
26/09/2021;Disponibilité du parc nucléaire;39,02787
27/09/2021;Disponibilité du parc nucléaire;39,75583
28/09/2021;Disponibilité du parc nucléaire;40,6176
29/09/2021;Disponibilité du parc nucléaire;41,18974
30/09/2021;Disponibilité du parc nucléaire;41,97942
01/10/2021;Disponibilité du parc nucléaire;42,83857
02/10/2021;Disponibilité du parc nucléaire;40,05914
03/10/2021;Disponibilité du parc nucléaire;39,74102
04/10/2021;Disponibilité du parc nucléaire;41,77248
05/10/2021;Disponibilité du parc nucléaire;40,52022
06/10/2021;Disponibilité du parc nucléaire;42,09759
07/10/2021;Disponibilité du parc nucléaire;41,476
08/10/2021;Disponibilité du parc nucléaire;42,11628
09/10/2021;Disponibilité du parc nucléaire;42,5864
10/10/2021;Disponibilité du parc nucléaire;43,22943
11/10/2021;Disponibilité du parc nucléaire;44,32307
12/10/2021;Disponibilité du parc nucléaire;44,68858
13/10/2021;Disponibilité du parc nucléaire;44,747
14/10/2021;Disponibilité du parc nucléaire;44,96719
15/10/2021;Disponibilité du parc nucléaire;43,84542
16/10/2021;Disponibilité du parc nucléaire;43,74795
17/10/2021;Disponibilité du parc nucléaire;43,86312
18/10/2021;Disponibilité du parc nucléaire;43,9662
19/10/2021;Disponibilité du parc nucléaire;42,55662
20/10/2021;Disponibilité du parc nucléaire;42,92188
21/10/2021;Disponibilité du parc nucléaire;42,44188
22/10/2021;Disponibilité du parc nucléaire;41,11812
23/10/2021;Disponibilité du parc nucléaire;39,46825
24/10/2021;Disponibilité du parc nucléaire;40,91625
25/10/2021;Disponibilité du parc nucléaire;41,71553
26/10/2021;Disponibilité du parc nucléaire;42,98346
27/10/2021;Disponibilité du parc nucléaire;43,98896
28/10/2021;Disponibilité du parc nucléaire;44,855
29/10/2021;Disponibilité du parc nucléaire;44,31316
30/10/2021;Disponibilité du parc nucléaire;43,99896
31/10/2021;Disponibilité du parc nucléaire;43,68628
01/11/2021;Disponibilité du parc nucléaire;42,62847
02/11/2021;Disponibilité du parc nucléaire;43,22309
03/11/2021;Disponibilité du parc nucléaire;42,83542
04/11/2021;Disponibilité du parc nucléaire;43,10417
05/11/2021;Disponibilité du parc nucléaire;42,06253
06/11/2021;Disponibilité du parc nucléaire;40,39787
07/11/2021;Disponibilité du parc nucléaire;40,8025
08/11/2021;Disponibilité du parc nucléaire;41,88993
09/11/2021;Disponibilité du parc nucléaire;43,055
10/11/2021;Disponibilité du parc nucléaire;42,97394
11/11/2021;Disponibilité du parc nucléaire;42,19439
12/11/2021;Disponibilité du parc nucléaire;42,88075
13/11/2021;Disponibilité du parc nucléaire;42,87743
14/11/2021;Disponibilité du parc nucléaire;42,08055
15/11/2021;Disponibilité du parc nucléaire;41,97463
16/11/2021;Disponibilité du parc nucléaire;44,6386
17/11/2021;Disponibilité du parc nucléaire;44,762
18/11/2021;Disponibilité du parc nucléaire;44,762
19/11/2021;Disponibilité du parc nucléaire;44,76288
20/11/2021;Disponibilité du parc nucléaire;43,84156
21/11/2021;Disponibilité du parc nucléaire;43,1709
22/11/2021;Disponibilité du parc nucléaire;43,54917
23/11/2021;Disponibilité du parc nucléaire;43,58741
24/11/2021;Disponibilité du parc nucléaire;41,98292
25/11/2021;Disponibilité du parc nucléaire;42,49729
26/11/2021;Disponibilité du parc nucléaire;42,525
27/11/2021;Disponibilité du parc nucléaire;41,67656
28/11/2021;Disponibilité du parc nucléaire;41,84207
29/11/2021;Disponibilité du parc nucléaire;43,17812
30/11/2021;Disponibilité du parc nucléaire;44,69649
01/12/2021;Disponibilité du parc nucléaire;43,7299
02/12/2021;Disponibilité du parc nucléaire;43,05619
03/12/2021;Disponibilité du parc nucléaire;42,495
04/12/2021;Disponibilité du parc nucléaire;41,48906
05/12/2021;Disponibilité du parc nucléaire;41,17451
06/12/2021;Disponibilité du parc nucléaire;42,16547
07/12/2021;Disponibilité du parc nucléaire;42,445
08/12/2021;Disponibilité du parc nucléaire;42,45542
09/12/2021;Disponibilité du parc nucléaire;42,86682
10/12/2021;Disponibilité du parc nucléaire;43,225
11/12/2021;Disponibilité du parc nucléaire;43,21736
12/12/2021;Disponibilité du parc nucléaire;43,20659
13/12/2021;Disponibilité du parc nucléaire;43,82803
14/12/2021;Disponibilité du parc nucléaire;43,49918
15/12/2021;Disponibilité du parc nucléaire;43,77067
16/12/2021;Disponibilité du parc nucléaire;44,86734
17/12/2021;Disponibilité du parc nucléaire;43,79632
18/12/2021;Disponibilité du parc nucléaire;44,225
19/12/2021;Disponibilité du parc nucléaire;43,52869
20/12/2021;Disponibilité du parc nucléaire;42,89368
21/12/2021;Disponibilité du parc nucléaire;43,08102
22/12/2021;Disponibilité du parc nucléaire;44,34958
23/12/2021;Disponibilité du parc nucléaire;43,79625
24/12/2021;Disponibilité du parc nucléaire;42,80931
25/12/2021;Disponibilité du parc nucléaire;43,66201
26/12/2021;Disponibilité du parc nucléaire;44,61483
27/12/2021;Disponibilité du parc nucléaire;45,40241
28/12/2021;Disponibilité du parc nucléaire;45,44364
29/12/2021;Disponibilité du parc nucléaire;44,29595
30/12/2021;Disponibilité du parc nucléaire;43,77118
31/12/2021;Disponibilité du parc nucléaire;43,23475
01/01/2022;Disponibilité du parc nucléaire;42,94689
02/01/2022;Disponibilité du parc nucléaire;43,62769
03/01/2022;Disponibilité du parc nucléaire;45,44293
04/01/2022;Disponibilité du parc nucléaire;46,42863
05/01/2022;Disponibilité du parc nucléaire;46,71036
06/01/2022;Disponibilité du parc nucléaire;47,85562
07/01/2022;Disponibilité du parc nucléaire;47,82987
08/01/2022;Disponibilité du parc nucléaire;46,85884
09/01/2022;Disponibilité du parc nucléaire;48,02599
10/01/2022;Disponibilité du parc nucléaire;48,94217
11/01/2022;Disponibilité du parc nucléaire;47,753
12/01/2022;Disponibilité du parc nucléaire;47,92022
13/01/2022;Disponibilité du parc nucléaire;47,98597
14/01/2022;Disponibilité du parc nucléaire;48,686
15/01/2022;Disponibilité du parc nucléaire;48,87901
16/01/2022;Disponibilité du parc nucléaire;49,021
17/01/2022;Disponibilité du parc nucléaire;49,021
18/01/2022;Disponibilité du parc nucléaire;48,99928
19/01/2022;Disponibilité du parc nucléaire;48,94316
20/01/2022;Disponibilité du parc nucléaire;48,74617
21/01/2022;Disponibilité du parc nucléaire;49,702
22/01/2022;Disponibilité du parc nucléaire;49,807
23/01/2022;Disponibilité du parc nucléaire;49,19079
24/01/2022;Disponibilité du parc nucléaire;49,6083
25/01/2022;Disponibilité du parc nucléaire;49,33117
26/01/2022;Disponibilité du parc nucléaire;49,57048
27/01/2022;Disponibilité du parc nucléaire;49,41775
28/01/2022;Disponibilité du parc nucléaire;49,71365
29/01/2022;Disponibilité du parc nucléaire;48,72887
30/01/2022;Disponibilité du parc nucléaire;49,54238
31/01/2022;Disponibilité du parc nucléaire;48,65489
01/02/2022;Disponibilité du parc nucléaire;48,47283
02/02/2022;Disponibilité du parc nucléaire;48,96075
03/02/2022;Disponibilité du parc nucléaire;48,84367
04/02/2022;Disponibilité du parc nucléaire;48,82012
05/02/2022;Disponibilité du parc nucléaire;45,95502
06/02/2022;Disponibilité du parc nucléaire;45,62502
07/02/2022;Disponibilité du parc nucléaire;45,74446
08/02/2022;Disponibilité du parc nucléaire;46,331
09/02/2022;Disponibilité du parc nucléaire;46,177
10/02/2022;Disponibilité du parc nucléaire;46,5803
11/02/2022;Disponibilité du parc nucléaire;46,82512
12/02/2022;Disponibilité du parc nucléaire;44,53033
13/02/2022;Disponibilité du parc nucléaire;43,49024
14/02/2022;Disponibilité du parc nucléaire;44,71862
15/02/2022;Disponibilité du parc nucléaire;44,855
16/02/2022;Disponibilité du parc nucléaire;45,93166
17/02/2022;Disponibilité du parc nucléaire;45,7394
18/02/2022;Disponibilité du parc nucléaire;45,48694
19/02/2022;Disponibilité du parc nucléaire;42,71159
20/02/2022;Disponibilité du parc nucléaire;41,86397
21/02/2022;Disponibilité du parc nucléaire;42,68488
22/02/2022;Disponibilité du parc nucléaire;43,95767
23/02/2022;Disponibilité du parc nucléaire;44,426
24/02/2022;Disponibilité du parc nucléaire;44,3285
25/02/2022;Disponibilité du parc nucléaire;44,426
26/02/2022;Disponibilité du parc nucléaire;43,4855
27/02/2022;Disponibilité du parc nucléaire;42,887
28/02/2022;Disponibilité du parc nucléaire;43,03031
01/03/2022;Disponibilité du parc nucléaire;43,4
02/03/2022;Disponibilité du parc nucléaire;43,25579
03/03/2022;Disponibilité du parc nucléaire;43,11417
04/03/2022;Disponibilité du parc nucléaire;43,29
05/03/2022;Disponibilité du parc nucléaire;43,29
06/03/2022;Disponibilité du parc nucléaire;42,87342
07/03/2022;Disponibilité du parc nucléaire;42,72721
08/03/2022;Disponibilité du parc nucléaire;42,9441
09/03/2022;Disponibilité du parc nucléaire;43,17
10/03/2022;Disponibilité du parc nucléaire;40,54172
11/03/2022;Disponibilité du parc nucléaire;40,43007
12/03/2022;Disponibilité du parc nucléaire;36,91145
13/03/2022;Disponibilité du parc nucléaire;36,52094
14/03/2022;Disponibilité du parc nucléaire;36,00248
15/03/2022;Disponibilité du parc nucléaire;36,04321
16/03/2022;Disponibilité du parc nucléaire;36,43083
17/03/2022;Disponibilité du parc nucléaire;36,92
18/03/2022;Disponibilité du parc nucléaire;36,92
19/03/2022;Disponibilité du parc nucléaire;35,815
20/03/2022;Disponibilité du parc nucléaire;34,98486
21/03/2022;Disponibilité du parc nucléaire;35,19186
22/03/2022;Disponibilité du parc nucléaire;34,89312
23/03/2022;Disponibilité du parc nucléaire;33,435
24/03/2022;Disponibilité du parc nucléaire;33,435
25/03/2022;Disponibilité du parc nucléaire;33,30604
26/03/2022;Disponibilité du parc nucléaire;30,7083
27/03/2022;Disponibilité du parc nucléaire;31,33161
28/03/2022;Disponibilité du parc nucléaire;31,49
29/03/2022;Disponibilité du parc nucléaire;31,49
30/03/2022;Disponibilité du parc nucléaire;31,11292
31/03/2022;Disponibilité du parc nucléaire;30,585
01/04/2022;Disponibilité du parc nucléaire;31,15142
02/04/2022;Disponibilité du parc nucléaire;30,87806
03/04/2022;Disponibilité du parc nucléaire;31,97573
04/04/2022;Disponibilité du parc nucléaire;32,63972
05/04/2022;Disponibilité du parc nucléaire;32,57542
06/04/2022;Disponibilité du parc nucléaire;32,49391
07/04/2022;Disponibilité du parc nucléaire;32,71406
08/04/2022;Disponibilité du parc nucléaire;32,27603
09/04/2022;Disponibilité du parc nucléaire;31,33563
10/04/2022;Disponibilité du parc nucléaire;32,58316
11/04/2022;Disponibilité du parc nucléaire;32,50396
12/04/2022;Disponibilité du parc nucléaire;33,19562
13/04/2022;Disponibilité du parc nucléaire;33,23125
14/04/2022;Disponibilité du parc nucléaire;33,90578
15/04/2022;Disponibilité du parc nucléaire;33,57479
16/04/2022;Disponibilité du parc nucléaire;31,76154
17/04/2022;Disponibilité du parc nucléaire;31,70131
18/04/2022;Disponibilité du parc nucléaire;31,55849
19/04/2022;Disponibilité du parc nucléaire;32,65895
20/04/2022;Disponibilité du parc nucléaire;32,30165
21/04/2022;Disponibilité du parc nucléaire;31,73991
22/04/2022;Disponibilité du parc nucléaire;31,8655
23/04/2022;Disponibilité du parc nucléaire;29,95463
24/04/2022;Disponibilité du parc nucléaire;29,82683
25/04/2022;Disponibilité du parc nucléaire;30,52516
26/04/2022;Disponibilité du parc nucléaire;30,70292
27/04/2022;Disponibilité du parc nucléaire;30,43333
28/04/2022;Disponibilité du parc nucléaire;29,87104
29/04/2022;Disponibilité du parc nucléaire;28,94561
30/04/2022;Disponibilité du parc nucléaire;28,61505
01/05/2022;Disponibilité du parc nucléaire;29,54887
02/05/2022;Disponibilité du parc nucléaire;29,6725
03/05/2022;Disponibilité du parc nucléaire;29,6131
04/05/2022;Disponibilité du parc nucléaire;30,11721
05/05/2022;Disponibilité du parc nucléaire;30,33864
06/05/2022;Disponibilité du parc nucléaire;30,22292
07/05/2022;Disponibilité du parc nucléaire;28,99792
08/05/2022;Disponibilité du parc nucléaire;28,85916
09/05/2022;Disponibilité du parc nucléaire;28,50777
10/05/2022;Disponibilité du parc nucléaire;29,15836
11/05/2022;Disponibilité du parc nucléaire;29,49419
12/05/2022;Disponibilité du parc nucléaire;29,63408
13/05/2022;Disponibilité du parc nucléaire;29,5325
14/05/2022;Disponibilité du parc nucléaire;28,20134
15/05/2022;Disponibilité du parc nucléaire;27,82254
16/05/2022;Disponibilité du parc nucléaire;27,71372
17/05/2022;Disponibilité du parc nucléaire;27,83949
18/05/2022;Disponibilité du parc nucléaire;28,74652
19/05/2022;Disponibilité du parc nucléaire;29,35781
20/05/2022;Disponibilité du parc nucléaire;29,78574
21/05/2022;Disponibilité du parc nucléaire;28,8121
22/05/2022;Disponibilité du parc nucléaire;29,26254
23/05/2022;Disponibilité du parc nucléaire;28,44719
24/05/2022;Disponibilité du parc nucléaire;28,69129
25/05/2022;Disponibilité du parc nucléaire;29,12654
26/05/2022;Disponibilité du parc nucléaire;26,33851
27/05/2022;Disponibilité du parc nucléaire;27,66075
28/05/2022;Disponibilité du parc nucléaire;28,18667
29/05/2022;Disponibilité du parc nucléaire;28,3537
30/05/2022;Disponibilité du parc nucléaire;31,25221
31/05/2022;Disponibilité du parc nucléaire;31,59133
01/06/2022;Disponibilité du parc nucléaire;31,638
02/06/2022;Disponibilité du parc nucléaire;31,0743
03/06/2022;Disponibilité du parc nucléaire;31,20488
04/06/2022;Disponibilité du parc nucléaire;29,45201
05/06/2022;Disponibilité du parc nucléaire;28,03997
06/06/2022;Disponibilité du parc nucléaire;29,04945
07/06/2022;Disponibilité du parc nucléaire;30,20338
08/06/2022;Disponibilité du parc nucléaire;30,16304
09/06/2022;Disponibilité du parc nucléaire;29,88578
10/06/2022;Disponibilité du parc nucléaire;30,01925
11/06/2022;Disponibilité du parc nucléaire;28,5876
12/06/2022;Disponibilité du parc nucléaire;28,23187
13/06/2022;Disponibilité du parc nucléaire;29,84813
14/06/2022;Disponibilité du parc nucléaire;29,92666
15/06/2022;Disponibilité du parc nucléaire;29,75979
16/06/2022;Disponibilité du parc nucléaire;29,16613
17/06/2022;Disponibilité du parc nucléaire;29,36501
18/06/2022;Disponibilité du parc nucléaire;27,85787
19/06/2022;Disponibilité du parc nucléaire;28,32167
20/06/2022;Disponibilité du parc nucléaire;29,24604
21/06/2022;Disponibilité du parc nucléaire;30,20865
22/06/2022;Disponibilité du parc nucléaire;30,88102
23/06/2022;Disponibilité du parc nucléaire;31,14
24/06/2022;Disponibilité du parc nucléaire;30,24751
25/06/2022;Disponibilité du parc nucléaire;29,00258
26/06/2022;Disponibilité du parc nucléaire;29,67238
27/06/2022;Disponibilité du parc nucléaire;29,58938
28/06/2022;Disponibilité du parc nucléaire;27,53343
29/06/2022;Disponibilité du parc nucléaire;28,88297
30/06/2022;Disponibilité du parc nucléaire;29,0391
01/07/2022;Disponibilité du parc nucléaire;29,33024
02/07/2022;Disponibilité du parc nucléaire;28,27701
03/07/2022;Disponibilité du parc nucléaire;28,1818
04/07/2022;Disponibilité du parc nucléaire;27,97151
05/07/2022;Disponibilité du parc nucléaire;28,42513
06/07/2022;Disponibilité du parc nucléaire;27,61
07/07/2022;Disponibilité du parc nucléaire;28,52577
08/07/2022;Disponibilité du parc nucléaire;28,64049
09/07/2022;Disponibilité du parc nucléaire;28,03359
10/07/2022;Disponibilité du parc nucléaire;27,40368
11/07/2022;Disponibilité du parc nucléaire;29,48073
12/07/2022;Disponibilité du parc nucléaire;29,69375
13/07/2022;Disponibilité du parc nucléaire;27,9205
14/07/2022;Disponibilité du parc nucléaire;27,41405
15/07/2022;Disponibilité du parc nucléaire;26,85902
16/07/2022;Disponibilité du parc nucléaire;25,79021
17/07/2022;Disponibilité du parc nucléaire;25,09081
18/07/2022;Disponibilité du parc nucléaire;25,56934
19/07/2022;Disponibilité du parc nucléaire;25,42837
20/07/2022;Disponibilité du parc nucléaire;26,14675
21/07/2022;Disponibilité du parc nucléaire;26,85996
22/07/2022;Disponibilité du parc nucléaire;26,85574
23/07/2022;Disponibilité du parc nucléaire;26,21962
24/07/2022;Disponibilité du parc nucléaire;25,5953
25/07/2022;Disponibilité du parc nucléaire;24,91033
26/07/2022;Disponibilité du parc nucléaire;25,08117
27/07/2022;Disponibilité du parc nucléaire;25,43339
28/07/2022;Disponibilité du parc nucléaire;26,14651
29/07/2022;Disponibilité du parc nucléaire;26,23955
30/07/2022;Disponibilité du parc nucléaire;26,25281
31/07/2022;Disponibilité du parc nucléaire;25,59104
01/08/2022;Disponibilité du parc nucléaire;25,78797
02/08/2022;Disponibilité du parc nucléaire;27,39131
03/08/2022;Disponibilité du parc nucléaire;28,31673
04/08/2022;Disponibilité du parc nucléaire;28,08631
05/08/2022;Disponibilité du parc nucléaire;26,47669
06/08/2022;Disponibilité du parc nucléaire;26,41588
07/08/2022;Disponibilité du parc nucléaire;26,99049
08/08/2022;Disponibilité du parc nucléaire;28,17859
09/08/2022;Disponibilité du parc nucléaire;28,05723
10/08/2022;Disponibilité du parc nucléaire;28,14353
11/08/2022;Disponibilité du parc nucléaire;26,31303
12/08/2022;Disponibilité du parc nucléaire;27,06066
13/08/2022;Disponibilité du parc nucléaire;25,80185
14/08/2022;Disponibilité du parc nucléaire;25,94916
15/08/2022;Disponibilité du parc nucléaire;26,37926
16/08/2022;Disponibilité du parc nucléaire;26,6575
17/08/2022;Disponibilité du parc nucléaire;27,12563
18/08/2022;Disponibilité du parc nucléaire;28,40328
19/08/2022;Disponibilité du parc nucléaire;28,3549
20/08/2022;Disponibilité du parc nucléaire;24,70937
21/08/2022;Disponibilité du parc nucléaire;24,6374
22/08/2022;Disponibilité du parc nucléaire;25,04708
23/08/2022;Disponibilité du parc nucléaire;25,27492
24/08/2022;Disponibilité du parc nucléaire;24,79524
25/08/2022;Disponibilité du parc nucléaire;24,07467
26/08/2022;Disponibilité du parc nucléaire;24,09369
27/08/2022;Disponibilité du parc nucléaire;22,14508
28/08/2022;Disponibilité du parc nucléaire;21,93459
29/08/2022;Disponibilité du parc nucléaire;24,41195
30/08/2022;Disponibilité du parc nucléaire;25,18884
31/08/2022;Disponibilité du parc nucléaire;25,30278
01/09/2022;Disponibilité du parc nucléaire;25,29625
02/09/2022;Disponibilité du parc nucléaire;24,10134
03/09/2022;Disponibilité du parc nucléaire;22,69833
04/09/2022;Disponibilité du parc nucléaire;23,29719
05/09/2022;Disponibilité du parc nucléaire;24,90529
06/09/2022;Disponibilité du parc nucléaire;25,52092
07/09/2022;Disponibilité du parc nucléaire;25,59121
08/09/2022;Disponibilité du parc nucléaire;25,6409
09/09/2022;Disponibilité du parc nucléaire;25,66246
10/09/2022;Disponibilité du parc nucléaire;25,43672
11/09/2022;Disponibilité du parc nucléaire;26,71941
12/09/2022;Disponibilité du parc nucléaire;27,90939
13/09/2022;Disponibilité du parc nucléaire;27,43627
14/09/2022;Disponibilité du parc nucléaire;27,27508
15/09/2022;Disponibilité du parc nucléaire;27,87375
16/09/2022;Disponibilité du parc nucléaire;27,92208
17/09/2022;Disponibilité du parc nucléaire;27,03746
18/09/2022;Disponibilité du parc nucléaire;27,35033
19/09/2022;Disponibilité du parc nucléaire;28,53746
20/09/2022;Disponibilité du parc nucléaire;28,36393
21/09/2022;Disponibilité du parc nucléaire;28,63287
22/09/2022;Disponibilité du parc nucléaire;27,86992
23/09/2022;Disponibilité du parc nucléaire;28,06152
24/09/2022;Disponibilité du parc nucléaire;27,61127
25/09/2022;Disponibilité du parc nucléaire;28,31835
26/09/2022;Disponibilité du parc nucléaire;28,69146
27/09/2022;Disponibilité du parc nucléaire;29,40328
28/09/2022;Disponibilité du parc nucléaire;29,38624
29/09/2022;Disponibilité du parc nucléaire;27,45924
30/09/2022;Disponibilité du parc nucléaire;27,34551
01/10/2022;Disponibilité du parc nucléaire;27,30955
02/10/2022;Disponibilité du parc nucléaire;26,72542
03/10/2022;Disponibilité du parc nucléaire;26,87833
04/10/2022;Disponibilité du parc nucléaire;27,38847
05/10/2022;Disponibilité du parc nucléaire;27,01585
06/10/2022;Disponibilité du parc nucléaire;26,50526
07/10/2022;Disponibilité du parc nucléaire;27,5455
08/10/2022;Disponibilité du parc nucléaire;28,65629
09/10/2022;Disponibilité du parc nucléaire;29,542
10/10/2022;Disponibilité du parc nucléaire;30,15993
11/10/2022;Disponibilité du parc nucléaire;30,25
12/10/2022;Disponibilité du parc nucléaire;30,22552
13/10/2022;Disponibilité du parc nucléaire;29,64229
14/10/2022;Disponibilité du parc nucléaire;29,74222
15/10/2022;Disponibilité du parc nucléaire;27,65535
16/10/2022;Disponibilité du parc nucléaire;27,78051
17/10/2022;Disponibilité du parc nucléaire;27,91941
18/10/2022;Disponibilité du parc nucléaire;28,54149
19/10/2022;Disponibilité du parc nucléaire;27,8085
20/10/2022;Disponibilité du parc nucléaire;27,12505
21/10/2022;Disponibilité du parc nucléaire;28,70664
22/10/2022;Disponibilité du parc nucléaire;31,12792
23/10/2022;Disponibilité du parc nucléaire;31,78001
24/10/2022;Disponibilité du parc nucléaire;32,075
25/10/2022;Disponibilité du parc nucléaire;32,06552
26/10/2022;Disponibilité du parc nucléaire;30,31208
27/10/2022;Disponibilité du parc nucléaire;30,06254
28/10/2022;Disponibilité du parc nucléaire;30,275
29/10/2022;Disponibilité du parc nucléaire;27,19241
30/10/2022;Disponibilité du parc nucléaire;27,06611
